"","Web.link","URN","Linked.Education.URN","Provision.type","Registration.date","Registration.status","Name","Address.1","Address.2","Town","County","Postcode","Ofsted.region","Government.Office.Region","Local.authority","Parliamentary.constituency","Sector","Premises","Places","Short.break.only.children.s.home","Multi.building.children.s.home","Organisation.which.owns.the.provider","Latest.full.inspection.event.type","Latest.full.inspection.date","Latest.full.inspection.publication.date","Latest.full.inspection.event.number","Overall.experiences.and.progress.of.children.and.young.people","Outcomes.in.education.and.related.learning.activities","Health.services","How.well.children.and.young.people.are.helped.and.protected","The.effectiveness.of.leaders.and.managers","Previous.full.inspection.event.type","Previous.full.inspection.event.date","Previous.full.inspection.publication.date","Previous.full.inspection.event.number","Previous.overall.experiences.and.progress.of.children.and.young.people","Previous.outcomes.in.education.and.related.learning.activities","Previous.health.services","Previous.how.well.children.and.young.people.are.helped.and.protected","Previous.effectiveness.of.leaders.and.managers"
"1430","Ofsted Social Care Provider Webpage","1236026",NA,"Children's home","07/05/2016","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Durham","Sedgefield","For profit",NA,4," ","","Cambian Childcare Limited","Full inspection","01/08/2023","11/09/2023",10273626,"Good","","","Good","Good","Full inspection","20/04/2022","16/06/2022",10223974,"Good","","","Good","Good"
"1431","Ofsted Social Care Provider Webpage","SC446152",NA,"Children's home","13/07/2012","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Birmingham","Birmingham, Ladywood","For profit",NA,3," ","","N H Care Limited","Full inspection","24/05/2023","28/06/2023",10271827,"Good","","","Good","Good","Full inspection","07/12/2022","26/01/2023",10223433,"Good","","","Good","Good"
"1432","Ofsted Social Care Provider Webpage","2667768",NA,"Children's home","17/08/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Walsall","Walsall South","For profit",NA,3,"","","Hazelmont Social Care LTD","Full inspection","27/02/2024","15/04/2024",10274113,"Good","","","Good","Good","Full inspection","08/03/2023","22/05/2023",10252833,"Good","","","Good","Good"
"1433","Ofsted Social Care Provider Webpage","2673408",NA,"Children's home","28/06/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Warwickshire","Nuneaton","For profit",NA,6," ","","The Forge Nuneaton Limited","Full inspection","18/04/2023","22/05/2023",10274114,"Good","","","Good","Good","Monitoring inspection","02/03/2023","18/04/2023",10271489,"Requires improvement to be good","","","",""
"1434","Ofsted Social Care Provider Webpage","2675297",NA,"Children's home","08/06/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Warwickshire","North Warwickshire","For profit",NA,4," ","","Closer 2 Home Limited","Full inspection","25/09/2023","22/11/2023",10274117,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good","Full inspection","19/10/2022","28/12/2022",10248069,"Requires improvement to be good","","","Requires improvement to be good","Inadequate"
"1435","Ofsted Social Care Provider Webpage","SC037588",NA,"Children's home","06/10/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Portsmouth","Portsmouth North ","Local Authority",NA,6,"Short-break-only children's home","","Portsmouth City Council","Full inspection","16/11/2022","27/01/2023",10222719,"Inadequate","","","Inadequate","Inadequate","Full inspection","26/01/2022","28/03/2022",10185243,"Good","","","Good","Requires improvement to be good"
"1436","Ofsted Social Care Provider Webpage","SC037670",NA,"Children's home","04/02/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Knowsley","Knowsley","Local Authority",NA,2,"Short-break-only children's home","","Knowsley Metropolitan Borough Council","Full inspection","08/12/2022","23/01/2023",10222723,"Good","","","Good","Good","Full inspection","05/01/2022","03/02/2022",10186592,"Good","","","Good","Good"
"1437","Ofsted Social Care Provider Webpage","SC040638",NA,"Children's home","18/11/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Surrey","East Surrey","Local Authority",NA,6," ","","Surrey County Council","Full inspection","13/09/2022","10/11/2022",10222770,"Inadequate","","","Inadequate","Inadequate","Full inspection","16/03/2022","04/05/2022",10230346,"Good","","","Good","Requires improvement to be good"
"1438","Ofsted Social Care Provider Webpage","SC044259",NA,"Children's home","02/07/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","West Sussex","Worthing West","For profit",NA,5," ","","Child First Limited","Full inspection","09/01/2023","09/03/2023",10222794,"Good","","","Good","Outstanding","Full inspection","02/02/2022","28/03/2022",10186742,"Outstanding","","","Outstanding","Outstanding"
"1439","Ofsted Social Care Provider Webpage","SC052946",NA,"Children's home","08/12/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Redbridge","Ilford North","For profit",NA,5," ","","Care 2 Share 2 Ltd","Full inspection","27/02/2023","11/04/2023",10222817,"Good","","","Good","Good","Full inspection","22/02/2022","14/04/2022",10185409,"Good","","","Good","Good"
"1440","Ofsted Social Care Provider Webpage","SC055153",NA,"Children's home","23/12/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","West Lancashire","For profit",NA,3," ","","Thunderbolt Mobile Limited","Full inspection","07/03/2023","20/04/2023",10222821,"Good","","","Good","Good","Full inspection","17/11/2021","20/12/2021",10187390,"Good","","","Good","Good"
"1441","Ofsted Social Care Provider Webpage","SC059180",NA,"Children's home","31/03/2004","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Durham","North West Durham","For profit",NA,5," ","","Cambian Childcare Limited","Full inspection","21/03/2023","24/10/2023",10222829,"Good","","","Good","Requires improvement to be good","Full inspection","01/02/2022","18/03/2022",10187261,"Good","","","Good","Good"
"1442","Ofsted Social Care Provider Webpage","SC358349",NA,"Children's home","26/03/2007","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Calderdale","Calder Valley","For profit",NA,1," ","","Time-Out Childrens Homes Limited","Full inspection","01/09/2021","30/09/2021",10186933,"Good","","","Good","Requires improvement to be good","Full inspection","20/08/2019","18/09/2019",10095913,"Good","","","Good","Good"
"1443","Ofsted Social Care Provider Webpage","SC473631",NA,"Children's home","03/03/2014","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Rotherham","Rother Valley","For profit",NA,6," ","","Aspris Children's Services Limited","Full inspection","17/08/2021","20/09/2021",10187164,"Requires improvement to be good","","","Requires improvement to be good","Inadequate","Full inspection","02/03/2020","27/03/2020",10097018,"Good","","","Good","Good"
"1444","Ofsted Social Care Provider Webpage","1155775",NA,"Children's home","24/09/2015","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Manchester","Manchester, Gorton","For profit",NA,1," ","","Cambian Childcare Limited","Full inspection","25/05/2021","05/07/2021",10187231,"Good","","","Good","Requires improvement to be good","Full inspection","09/07/2019","29/07/2019",10097236,"Good","","","Good","Good"
"1445","Ofsted Social Care Provider Webpage","2536967",NA,"Children's home","24/12/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Kent","Ashford","Local Authority",NA,3," ","","Kent County Council","Full inspection","10/08/2021","28/09/2021",10187291,"Requires improvement to be good","","","Requires improvement to be good","Inadequate","","","",NA,"","","","",""
"1446","Ofsted Social Care Provider Webpage","SC456149",NA,"Children's home","31/10/2012","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Warrington","Warrington South","For profit",NA,6," ","","Bright Futures Care Limited","Full inspection","23/11/2021","05/01/2022",10187449,"Good","","","Requires improvement to be good","Requires improvement to be good","Full inspection","05/12/2018","02/01/2019",10050468,"Good","","","Good","Good"
"1447","Ofsted Social Care Provider Webpage","SC427652",NA,"Children's home","05/05/2011","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Suffolk","West Suffolk","For profit",NA,3," ","","Barnardiston Hall Preparatory School Limited","Full inspection","07/06/2021","30/06/2021",10187644,"Good","","","Good","Requires improvement to be good","Monitoring inspection","04/11/2019","19/11/2019",10124847,"Requires improvement to be good","","","",""
"1448","Ofsted Social Care Provider Webpage","2624723",NA,"Children's home","08/03/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Dorset","Mid Dorset and North Poole","Local Authority",NA,3," ","","Dorset Council","Full inspection","18/05/2021","05/07/2021",10188303,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good","","","",NA,"","","","",""
"1449","Ofsted Social Care Provider Webpage","SC005589",NA,"Children's home","10/07/2001","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Tameside","Ashton-under-Lyne","For profit",NA,2," ","","The Partnership Of Care Today","Full inspection","29/08/2023","02/10/2023",10271918,"Good","","","Good","Good","Full inspection","30/08/2022","04/10/2022",10222440,"Good","","","Good","Good"
"1450","Ofsted Social Care Provider Webpage","2608949",NA,"Children's home","21/12/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Kirklees","Colne Valley","For profit",NA,3," ","","Madiba Limited","Full inspection","06/09/2023","23/10/2023",10274607,"Good","","","Good","Good","Full inspection","04/10/2022","23/11/2022",10224958,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good"
"1451","Ofsted Social Care Provider Webpage","2680522",NA,"Children's home","15/08/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Wiltshire","South West Wiltshire","For profit",NA,8," ","","Witherslack Group Limited","Full inspection","06/02/2024","18/03/2024",10274326,"Good","","","Good","Good","Full inspection","04/01/2023","09/03/2023",10261148,"Good","","","Good","Good"
"1452","Ofsted Social Care Provider Webpage","2680860",NA,"Children's home","16/09/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Bury","Bury South","For profit",NA,3," ","","Invigor Adolescent Care Limited","Full inspection","14/06/2023","26/07/2023",10274327,"Good","","","Good","Good","Full inspection","07/02/2023","23/03/2023",10254346,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good"
"1453","Ofsted Social Care Provider Webpage","2680923",NA,"Children's home","22/06/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Wokingham","Wokingham","For profit",NA,1," ","","Willow Tree Children's Services Ltd","Full inspection","15/11/2023","02/01/2024",10274328,"Requires improvement to be good","","","Requires improvement to be good","Good","Full inspection","23/11/2022","16/02/2023",10246544,"Requires improvement to be good","","","Requires improvement to be good","Inadequate"
"1454","Ofsted Social Care Provider Webpage","2682261",NA,"Children's home","29/11/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","North Tyneside","North Tyneside","Local Authority",NA,1,"","","North Tyneside Council","Full inspection","24/04/2023","12/06/2023",10274330,"Good","","","Good","Good","","","",NA,"","","","",""
"1455","Ofsted Social Care Provider Webpage","2682262",NA,"Children's home","28/07/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Kent","Maidstone and The Weald","For profit",NA,3," ","","My Tribe Homes Ltd","Full inspection","24/04/2023","30/05/2023",10274331,"Good","","","Good","Good","Full inspection","24/01/2023","10/03/2023",10248756,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good"
"1456","Ofsted Social Care Provider Webpage","2682317",NA,"Children's home","21/07/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Herefordshire","North Herefordshire","For profit",NA,3,"","","Flourish Gloucestershire Limited","Full inspection","21/02/2024","09/04/2024",10274332,"Good","","","Good","Good","Full inspection","21/03/2023","10/05/2023",10252841,"Good","","","Good","Good"
"1457","Ofsted Social Care Provider Webpage","2625585",NA,"Children's home","26/02/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","West Northamptonshire","Northampton North","For profit",NA,4," ","","Children & Adolescents Placement Provisions Ltd","Full inspection","18/07/2023","21/08/2023",10288642,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good","Full inspection","04/04/2023","16/05/2023",10273938,"Inadequate","","","Inadequate","Inadequate"
"1458","Ofsted Social Care Provider Webpage","2709670",NA,"Children's home","17/01/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Gloucestershire","Gloucester","For profit",NA,4,"","","Carbrey Care Hempsted Ltd","Full inspection","06/07/2023","15/08/2023",10288644,"Requires improvement to be good","","","Requires improvement to be good","Inadequate","","","",NA,"","","","",""
"1459","Ofsted Social Care Provider Webpage","2630934",NA,"Children's home","05/03/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Derbyshire","Derbyshire Dales","For profit",NA,5," ","","Aspris Children's Services Limited","Full inspection","20/06/2023","28/07/2023",10288645,"Good","","","Good","Good","Full inspection","30/11/2021","10/01/2022",10188302,"Good","","","Good","Requires improvement to be good"
"1460","Ofsted Social Care Provider Webpage","2597734",NA,"Children's home","29/09/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Wolverhampton","Wolverhampton South West","For profit",NA,5," ","","Horizon Transitional Care Limited","Full inspection","28/11/2023","18/01/2024",10272611,"Good","","","Good","Good","Full inspection","21/03/2023","17/05/2023",10224902,"Outstanding","","","Outstanding","Good"
"1461","Ofsted Social Care Provider Webpage","2599399",NA,"Children's home","15/09/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Herefordshire","North Herefordshire","For profit",NA,2," ","","Cambian Childcare Limited","Full inspection","18/09/2023","30/10/2023",10272613,"Good","","","Good","Good","Full inspection","07/03/2023","09/05/2023",10266502,"Good","","","Good","Good"
