time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,year_breakdown,social_care_group,school_type,t_pupils,t_sess_possible,t_sess_overall,pt_overall,t_sess_authorised,pt_sess_authorised,t_sess_unauthorised,pt_sess_unauthorised,t_pupils_pa_10_exact,pt_pupils_pa_10_exact
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,Six half terms,CPPO at 31 March,Total,421,145881,33187,22.7,14015,9.6,19172,13.1,268,63.7
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,Six half terms,CPPO at 31 March,State-funded secondary,174,57932,20006,34.5,7077,12.2,12929,22.3,140,80.5
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,Six half terms,CPPO at 31 March,State-funded primary,228,81561,11137,13.7,5456,6.7,5681,7,113,49.6
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,Six half terms,CPPO at 31 March,Special,13,4436,1218,27.5,914,20.6,304,6.9,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,Six half terms,CPPO at 31 March,Pupil referral unit,6,1952,826,42.3,568,29.1,258,13.2,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,Six half terms,CPPO at 31 March,Total,95,33474,6170,18.4,2534,7.6,3636,10.9,49,51.6
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,Six half terms,CPPO at 31 March,State-funded secondary,40,13847,3819,27.6,1150,8.3,2669,19.3,30,75
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,Six half terms,CPPO at 31 March,State-funded primary,53,18891,1930,10.2,1096,5.8,834,4.4,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Six half terms,CPPO at 31 March,Total,198,70393,13207,18.8,5809,8.3,7398,10.5,111,56.1
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Six half terms,CPPO at 31 March,State-funded secondary,65,22981,7522,32.7,2668,11.6,4854,21.1,48,73.8
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Six half terms,CPPO at 31 March,State-funded primary,124,44221,5139,11.6,2699,6.1,2440,5.5,58,46.8
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Six half terms,CPPO at 31 March,Total,108,37060,7929,21.4,3875,10.5,4054,10.9,56,51.9
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Six half terms,CPPO at 31 March,State-funded secondary,36,12197,3330,27.3,1591,13,1739,14.3,27,75
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Six half terms,CPPO at 31 March,State-funded primary,57,19949,2326,11.7,1291,6.5,1035,5.2,19,33.3
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Six half terms,CPPO at 31 March,Total,331,114175,23088,20.2,7852,6.9,15236,13.3,185,55.9
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Six half terms,CPPO at 31 March,State-funded secondary,126,42879,13040,30.4,3400,7.9,9640,22.5,88,69.8
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Six half terms,CPPO at 31 March,State-funded primary,183,64658,7939,12.3,3896,6,4043,6.3,79,43.2
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Six half terms,CPPO at 31 March,Special,9,2690,560,20.8,405,15.1,155,5.8,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,Six half terms,CPPO at 31 March,Pupil referral unit,13,3948,1549,39.2,151,3.8,1398,35.4,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,Six half terms,CPPO at 31 March,Total,153,54312,9391,17.3,4714,8.7,4677,8.6,86,56.2
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,Six half terms,CPPO at 31 March,State-funded secondary,66,22497,5476,24.3,2435,10.8,3041,13.5,43,65.2
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,Six half terms,CPPO at 31 March,State-funded primary,82,30009,3691,12.3,2143,7.1,1548,5.2,41,50
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,Six half terms,CPPO at 31 March,Total,319,110564,24908,22.5,8877,8,16031,14.5,190,59.6
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,Six half terms,CPPO at 31 March,State-funded secondary,126,43033,13543,31.5,3899,9.1,9644,22.4,91,72.2
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,Six half terms,CPPO at 31 March,State-funded primary,179,62889,9619,15.3,3838,6.1,5781,9.2,91,50.8
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,Six half terms,CPPO at 31 March,Special,14,4642,1746,37.6,1140,24.6,606,13.1,8,57.1
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,Six half terms,CPPO at 31 March,Pupil referral unit,0,z,z,z,z,z,z,z,z,z
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Six half terms,CPPO at 31 March,Total,112,39104,6756,17.3,2482,6.3,4274,10.9,68,60.7
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Six half terms,CPPO at 31 March,State-funded secondary,39,13100,3575,27.3,1012,7.7,2563,19.6,29,74.4
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Six half terms,CPPO at 31 March,State-funded primary,69,24692,2882,11.7,1265,5.1,1617,6.5,36,52.2
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Six half terms,CPPO at 31 March,Total,60,21127,4201,19.9,1780,8.4,2421,11.5,43,71.7
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Six half terms,CPPO at 31 March,State-funded secondary,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Six half terms,CPPO at 31 March,State-funded primary,32,11298,1475,13.1,661,5.9,814,7.2,22,68.8
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,Six half terms,CPPO at 31 March,Pupil referral unit,0,z,z,z,z,z,z,z,z,z
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,Six half terms,CPPO at 31 March,Total,200,68818,14449,21,7604,11,6845,9.9,104,52
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,Six half terms,CPPO at 31 March,State-funded secondary,87,29071,9257,31.8,4201,14.5,5056,17.4,68,78.2
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,Six half terms,CPPO at 31 March,State-funded primary,105,37096,3852,10.4,2779,7.5,1073,2.9,30,28.6
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Six half terms,CPPO at 31 March,Total,118,41699,8561,20.5,3767,9,4794,11.5,63,53.4
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Six half terms,CPPO at 31 March,State-funded secondary,62,21267,6139,28.9,2336,11,3803,17.9,44,71
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Six half terms,CPPO at 31 March,State-funded primary,49,18103,1414,7.8,878,4.9,536,3,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Six half terms,CPPO at 31 March,Special,0,z,z,z,z,z,z,z,z,z
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,Six half terms,CPPO at 31 March,Pupil referral unit,7,2329,1008,43.3,553,23.7,455,19.5,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Six half terms,CPPO at 31 March,Total,385,134413,28219,21,10452,7.8,17767,13.2,226,58.7
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Six half terms,CPPO at 31 March,State-funded secondary,149,51104,13962,27.3,4449,8.7,9513,18.6,93,62.4
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Six half terms,CPPO at 31 March,State-funded primary,208,73926,11302,15.3,5243,7.1,6059,8.2,115,55.3
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Six half terms,CPPO at 31 March,Special,14,4723,1355,28.7,510,10.8,845,17.9,7,50
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,Six half terms,CPPO at 31 March,Pupil referral unit,14,4660,1600,34.3,250,5.4,1350,29,11,78.6
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,Six half terms,CPPO at 31 March,Total,212,74896,14799,19.8,7223,9.6,7576,10.1,120,56.6
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,Six half terms,CPPO at 31 March,State-funded secondary,70,23735,6557,27.6,2614,11,3943,16.6,51,72.9
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,Six half terms,CPPO at 31 March,State-funded primary,124,45605,5925,13,3703,8.1,2222,4.9,54,43.5
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,Six half terms,CPPO at 31 March,Special,10,3243,949,29.3,711,21.9,238,7.3,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,Six half terms,CPPO at 31 March,Pupil referral unit,8,2313,1368,59.1,195,8.4,1173,50.7,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Six half terms,CPPO at 31 March,Total,66,23221,5002,21.5,2182,9.4,2820,12.1,39,59.1
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Six half terms,CPPO at 31 March,State-funded secondary,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Six half terms,CPPO at 31 March,State-funded primary,40,14005,1638,11.7,1048,7.5,590,4.2,17,42.5
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Six half terms,CPPO at 31 March,Special,0,z,z,z,z,z,z,z,z,z
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,Six half terms,CPPO at 31 March,Total,220,77707,12079,15.5,5352,6.9,6727,8.7,116,52.7
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,Six half terms,CPPO at 31 March,State-funded secondary,96,32542,7145,22,2647,8.1,4498,13.8,64,66.7
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,Six half terms,CPPO at 31 March,State-funded primary,110,40162,3669,9.1,2321,5.8,1348,3.4,42,38.2
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,Six half terms,CPPO at 31 March,Total,387,134594,27168,20.2,13385,9.9,13783,10.2,231,59.7
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,Six half terms,CPPO at 31 March,State-funded secondary,143,48479,14639,30.2,6319,13,8320,17.2,106,74.1
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,Six half terms,CPPO at 31 March,State-funded primary,219,78336,9926,12.7,5430,6.9,4496,5.7,108,49.3
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,Six half terms,CPPO at 31 March,Special,13,4407,784,17.8,428,9.7,356,8.1,7,53.8
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,Six half terms,CPPO at 31 March,Pupil referral unit,12,3372,1819,53.9,1208,35.8,611,18.1,10,83.3
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,Six half terms,CPPO at 31 March,Total,195,68975,11301,16.4,4019,5.8,7282,10.6,90,46.2
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,Six half terms,CPPO at 31 March,State-funded secondary,71,24102,5337,22.1,1660,6.9,3677,15.3,39,54.9
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,Six half terms,CPPO at 31 March,State-funded primary,110,39837,3925,9.9,1816,4.6,2109,5.3,41,37.3
202122,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
