LA,LA Name,LineNumber,CYPServiceDescription,OwnProvision,PrivateProvision,OtherPublic,Voluntary,TotalExpenditure,Income,NetCurrentExpenditure,GovGrantsInsideAEF,GovGrantsOutsideAEF,LEANetRevenueExpenditure
381,Calderdale,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
382,Kirklees,11,Asylum seeker services - children,178523,0,0,0,178523,0,178523,138889,0,39634
383,Leeds,11,Asylum seeker services - children,1497554,485627,0,0,1983181,107497,1875684,1233889,0,641795
384,Wakefield,11,Asylum seeker services - children,804693.09,0,0,0,804693.09,343848.52,460844.57,365322.46,0,95522.11
390,Gateshead,11,Asylum seeker services - children,11694,0,0,0,11694,0,11694,47679,0,-35985
391,Newcastle upon Tyne,11,Asylum seeker services - children,90406,290440,0,0,380846,37448,343398,464204,0,-120806
392,North Tyneside,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
393,South Tyneside,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
394,Sunderland,11,Asylum seeker services - children,27526,8441,0,3413,39380,850,38530,16241,0,22289
420,Isles Of Scilly,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
800,Bath and North East Somerset,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
801,Bristol City of,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
802,North Somerset,11,Asylum seeker services - children,0,70980,0,0,70980,0,70980,70980,0,0
803,South Gloucestershire,11,Asylum seeker services - children,111027,0,0,0,111027,0,111027,0,104723,6304
805,Hartlepool,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
806,Middlesbrough,11,Asylum seeker services - children,6924,0,0,0,6924,0,6924,0,0,6924
807,Redcar and Cleveland,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
808,Stockton-on-Tees,11,Asylum seeker services - children,20757,0,0,0,20757,3677,17080,8662,0,8418
810,Kingston upon Hull City of,11,Asylum seeker services - children,313908,0,0,0,313908,50,313858,278145,0,35713
811,East Riding of Yorkshire,11,Asylum seeker services - children,3107,73651,0,0,76758,0,76758,91569,0,-14811
812,North East Lincolnshire,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
813,North Lincolnshire,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
815,North Yorkshire,11,Asylum seeker services - children,102737,0,0,0,102737,0,102737,289283,0,-186546
816,York,11,Asylum seeker services - children,19876,0,0,0,19876,0,19876,0,0,19876
821,Luton,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
825,Buckinghamshire,11,Asylum seeker services - children,229029,0,0,0,229029,0,229029,282401,0,-53372
826,Milton Keynes,11,Asylum seeker services - children,694240,0,0,0,694240,260,693980,604987,0,88993
830,Derbyshire,11,Asylum seeker services - children,201471,0,0,0,201471,141165,60306,0,0,60306
831,Derby,11,Asylum seeker services - children,262891,0,0,0,262891,0,262891,259394,0,3497
835,Dorset,11,Asylum seeker services - children,3931,0,0,0,3931,0,3931,0,0,3931
836,Poole,11,Asylum seeker services - children,241065,0,0,0,241065,0,241065,164476,0,76589
837,Bournemouth,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
840,Durham,11,Asylum seeker services - children,76120,0,0,0,76120,0,76120,74976,0,1144
841,Darlington,11,Asylum seeker services - children,39050,0,0,0,39050,0,39050,39050,0,0
845,East Sussex,11,Asylum seeker services - children,378696,0,0,0,378696,0,378696,312711,0,65985
846,Brighton and Hove,11,Asylum seeker services - children,466636,0,0,0,466636,0,466636,238446,0,228190
850,Hampshire,11,Asylum seeker services - children,0,58593,0,0,58593,0,58593,0,0,58593
851,Portsmouth,11,Asylum seeker services - children,225409,163232,2739,0,391380,0,391380,435518,0,-44138
852,Southampton,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
855,Leicestershire,11,Asylum seeker services - children,1120370,0,0,0,1120370,986132,134238,0,0,134238
856,Leicester,11,Asylum seeker services - children,250565,0,0,0,250565,0,250565,113066,0,137499
857,Rutland,11,Asylum seeker services - children,117615,0,0,0,117615,0,117615,0,112653,4962
860,Staffordshire,11,Asylum seeker services - children,193664,1624364,0,0,1818028,124448,1693580,1314090,6961,372529
861,Stoke-on-Trent,11,Asylum seeker services - children,3193,124971.81,0,0,128164.81,0,128164.81,121245.6,0,6919.21
865,Wiltshire,11,Asylum seeker services - children,3390,440525.21,0,0,443915.21,352983.21,90932,0,0,90932
866,Swindon,11,Asylum seeker services - children,68711,18823,0,0,87534,1360,86174,212036,0,-125862
867,Bracknell Forest,11,Asylum seeker services - children,34566,0,0,0,34566,0,34566,0,0,34566
868,Windsor and Maidenhead,11,Asylum seeker services - children,46400,30205,27,1898,78530,0,78530,0,0,78530
869,West Berkshire,11,Asylum seeker services - children,576853,82443,0,0,659296,144,659152,523630,0,135522
870,Reading,11,Asylum seeker services - children,175963,37389,442,1108,214902,14990,199912,181919,0,17993
871,Slough,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
872,Wokingham,11,Asylum seeker services - children,0,38000,0,0,38000,38000,0,0,0,0
873,Cambridgeshire,11,Asylum seeker services - children,171702,0,0,0,171702,28246,143456,0,0,143456
874,Peterborough,11,Asylum seeker services - children,99933,0,0,0,99933,15566,84367,0,0,84367
876,Halton,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
877,Warrington,11,Asylum seeker services - children,31521,0,0,0,31521,27711,3810,0,0,3810
878,Devon,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
879,Plymouth,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
880,Torbay,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
881,Essex,11,Asylum seeker services - children,445787,0,477144,0,922931,0,922931,590965,0,331966
882,Southend-on-Sea,11,Asylum seeker services - children,35197,0,0,0,35197,0,35197,0,0,35197
883,Thurrock,11,Asylum seeker services - children,315074,256283,0,0,571357,292554,278803,0,0,278803
884,Herefordshire,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
885,Worcestershire,11,Asylum seeker services - children,37625,253650,0,0,291275,0,291275,46393,0,244882
886,Kent,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
887,Medway,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
888,Lancashire,11,Asylum seeker services - children,12663,0,0,0,12663,0,12663,11934,0,729
889,Blackburn with Darwen,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
890,Blackpool,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
891,Nottinghamshire,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
892,Nottingham,11,Asylum seeker services - children,625921,0,0,0,625921,0,625921,491139,0,134782
893,Shropshire,11,Asylum seeker services - children,101355,0,0,0,101355,0,101355,0,0,101355
894,Telford and Wrekin,11,Asylum seeker services - children,36135,0,0,0,36135,0,36135,32519,0,3616
908,Cornwall,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
909,Cumbria,11,Asylum seeker services - children,53330,0,0,0,53330,0,53330,23744,0,29586
916,Gloucestershire,11,Asylum seeker services - children,28093,747942,0,0,776035,0,776035,752810,0,23225
919,Hertfordshire,11,Asylum seeker services - children,930740,150370,0,0,1081110,7099,1074011,235007,0,839004
921,Isle of Wight,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
925,Lincolnshire,11,Asylum seeker services - children,4160,0,0,0,4160,301,3859,0,0,3859
926,Norfolk,11,Asylum seeker services - children,1797123,0,0,0,1797123,816106,981017,816106,0,164911
928,Northamptonshire,11,Asylum seeker services - children,4782790,0,0,0,4782790,2840156,1942634,2840156,0,-897522
929,Northumberland,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
931,Oxfordshire,11,Asylum seeker services - children,398010,0,0,0,398010,541,397469,78321.57,0,319147.43
933,Somerset,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
935,Suffolk,11,Asylum seeker services - children,327071.39,570301.16,0,132562.2,1029934.75,0,1029934.75,914628,0,115306.75
936,Surrey,11,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
937,Warwickshire,11,Asylum seeker services - children,2549465,0,0,0,2549465,1000,2548465,2897900,0,-349435
938,West Sussex,11,Asylum seeker services - children,1777030,370742,0,0,2147772,294459,1853313,1208067,0,645246
822,Bedford Borough,11,Asylum seeker services - children,98892,19068,122818,15,240793,2644,238149,0,0,238149
823,Central Bedfordshire,11,Asylum seeker services - children,905995,0,0,0,905995,58353,847642,713517,0,134125
895,Cheshire East,11,Asylum seeker services - children,222053,0,0,0,222053,0,222053,0,187844,34209
896,Cheshire West and Chester,11,Asylum seeker services - children,11536,0,0,0,11536,0,11536,27880,0,-16344
201,City of London,12,Total Children Looked After,0,0,657833,0,657833,85135,572698,0,0,572698
202,Camden,12,Total Children Looked After,8899301,7202947,0,963901,17066149,1719,17064430,674019,0,16390411
203,Greenwich,12,Total Children Looked After,7040044,24563934,0,0,31603978,2162243,29441735,0,0,29441735
204,Hackney,12,Total Children Looked After,6740040,7484210,55550,102750,14382550,274270,14108280,143430,0,13964850
205,Hammersmith and Fulham,12,Total Children Looked After,4588869,9486596,0,0,14075465,283854,13791611,0,0,13791611
206,Islington,12,Total Children Looked After,11467453,8164152,494927,1365234,21491766,1328153,20163613,1844762,0,18318851
207,Kensington and Chelsea,12,Total Children Looked After,4216746.89,4500333.04,0,0,8717079.93,336151.58,8380928.35,110000,0,8270928.35
208,Lambeth,12,Total Children Looked After,5467106,17410593,6940928,0,29818627,0,29818627,0,1182409,28636218
209,Lewisham,12,Total Children Looked After,254101,23397851,4635285,147294,28434531,435443,27999088,0,0,27999088
210,Southwark,12,Total Children Looked After,11314608,15228685,635230,1102331,28280854,1157223,27123631,560820,0,26562811
211,Tower Hamlets,12,Total Children Looked After,12232281,6586613,88,0,18818982,93558,18725424,199145,0,18526279
212,Wandsworth,12,Total Children Looked After,10087708,2233987,0,0,12321695,0,12321695,0,0,12321695
213,Westminster,12,Total Children Looked After,9224078,3447807,0,0,12671885,198885,12473000,328421,0,12144579
301,Barking and Dagenham,12,Total Children Looked After,10216763,7364959,0,5569,17587291,408258,17179033,371058,0,16807975
302,Barnet,12,Total Children Looked After,8641539,8611117,120343,0,17372999,59699,17313300,395355,0,16917945
303,Bexley,12,Total Children Looked After,4736000,41982000,0,0,46718000,0,46718000,112000,0,46606000
304,Brent,12,Total Children Looked After,4838013.67,14969308.81,0,0,19807322.48,224434,19582888.48,996041,0,18586847.48
305,Bromley,12,Total Children Looked After,5107874,8657596,0,0,13765470,0,13765470,99200,0,13666270
306,Croydon,12,Total Children Looked After,8549229,28591948,0,1324545,38465722,207008,38258714,19341324,0,18917390
307,Ealing,12,Total Children Looked After,7036638,12645165,491326,1172954,21346083,45499,21300584,83000,0,21217584
308,Enfield,12,Total Children Looked After,8169936,6977886,101975,48705,15298502,940898,14357604,338555,0,14019049
309,Haringey,12,Total Children Looked After,10911423,21337990,411122,122495,32783030,1500794,31282236,1039248,0,30242988
310,Harrow,12,Total Children Looked After,3493455,8754813,0,330296,12578564,1036894,11541670,503688,0,11037982
311,Havering,12,Total Children Looked After,4019424,5455565,280147,0,9755136,290075,9465061,145184,0,9319877
312,Hillingdon,12,Total Children Looked After,9506524.14,15344595.72,33049.01,0,24884168.87,2170663.5,22713505.37,0,6458975.92,16254529.45
313,Hounslow,12,Total Children Looked After,18590922,0,0,0,18590922,662225,17928697,894976,0,17033721
314,Kingston upon Thames,12,Total Children Looked After,2904598,3809161,125455,170871,7010085,201087,6808998,706499,0,6102499
315,Merton,12,Total Children Looked After,4556519,4090773,1449,0,8648741,133900,8514841,767569,0,7747272
316,Newham,12,Total Children Looked After,5506499,22238116,0,0,27744615,367802,27376813,660361,0,26716452
317,Redbridge,12,Total Children Looked After,47134,1027448,10285510,61432,11421524,323873,11097651,500691,0,10596960
318,Richmond upon Thames,12,Total Children Looked After,4193954,2096342,27448,509869,6827613,210361,6617252,397773,0,6219479
319,Sutton,12,Total Children Looked After,5300192,1970835,0,86925,7357952,93155,7264797,108630,0,7156167
320,Waltham Forest,12,Total Children Looked After,6070635,13034475,102846,1618018,20825974,274095,20551879,461945,20000,20069934
330,Birmingham,12,Total Children Looked After,42687809,40609836,0,240070,83537715,843929,82693786,1455846,0,81237940
331,Coventry,12,Total Children Looked After,11140648,17660387,0,528500,29329535,18,29329517,383311,0,28946206
332,Dudley,12,Total Children Looked After,12200273,10495185,241892,235260,23172610,490362,22682248,95027,0,22587221
333,Sandwell,12,Total Children Looked After,3608726,16897074,0,0,20505800,1647356,18858444,214856,0,18643588
334,Solihull,12,Total Children Looked After,6536197,10463337,274359,0,17273893,418337,16855556,4158230,0,12697326
335,Walsall,12,Total Children Looked After,8590374,8824482,0,0,17414856,923885,16490971,13390,0,16477581
336,Wolverhampton,12,Total Children Looked After,9512537,13063124,0,378675,22954336,2968879,19985457,352113,0,19633344
340,Knowsley,12,Total Children Looked After,5921793,3366210,0,49716,9337719,599174,8738545,0,0,8738545
341,Liverpool,12,Total Children Looked After,12120173,15604892,977960,3242762,31945787,1606151,30339636,864372,0,29475264
342,St Helens,12,Total Children Looked After,5166639.21,6513273.88,0,56768,11736681.09,551929.25,11184751.84,1371000,0,9813751.84
343,Sefton,12,Total Children Looked After,7759563,9136918,236154,0,17132635,276179,16856456,0,0,16856456
344,Wirral,12,Total Children Looked After,8887971,8720592,0,136620,17745183,81293,17663890,20600,0,17643290
350,Bolton,12,Total Children Looked After,12191126,2149236,1488974,25250,15854586,435693,15418893,0,0,15418893
351,Bury,12,Total Children Looked After,2024386,8284295,0,341675,10650356,40051,10610305,269125,0,10341180
352,Manchester,12,Total Children Looked After,24344153,18870168,0,21240884,64455205,113970,64341235,2324273,0,62016962
353,Oldham,12,Total Children Looked After,8790389,5847370,0,0,14637759,954110,13683649,0,0,13683649
354,Rochdale,12,Total Children Looked After,8093579,6337347,0,0,14430926,96435,14334491,54918,0,14279573
355,Salford,12,Total Children Looked After,5629842,17196316,340390,2257735,25424283,306696,25117587,93272,0,25024315
356,Stockport,12,Total Children Looked After,6641328,5093465,10468,810803,12556064,588619,11967445,135488,0,11831957
357,Tameside,12,Total Children Looked After,9002320,5380061,0,0,14382381,544671,13837710,0,0,13837710
358,Trafford,12,Total Children Looked After,6954014,2833495,265672,4107,10057288,145201,9912087,348208,0,9563879
359,Wigan,12,Total Children Looked After,11125650.53,7092926.59,22200.93,575429.57,18816207.62,716756.26,18099451.36,0,0,18099451.36
370,Barnsley,12,Total Children Looked After,4838093,1080820,0,4429982,10348895,199548,10149347,258303,0,9891044
371,Doncaster,12,Total Children Looked After,10510811,10756242,560932,33793,21861778,252113,21609665,36200,282488,21290977
372,Rotherham,12,Total Children Looked After,7172338,10083816,0,0,17256154,610905,16645249,0,0,16645249
373,Sheffield,12,Total Children Looked After,12903776.24,17175648.69,0,0,30079424.93,1931180.49,28148244.44,428538.33,0,27719706.11
380,Bradford,12,Total Children Looked After,25520193,5926977,75617,130591,31653378,526364,31127014,331844,0,30795170
381,Calderdale,12,Total Children Looked After,6402470,7237280,49202,735961,14424913,900472,13524441,0,0,13524441
382,Kirklees,12,Total Children Looked After,11326561,12795855,70986,1543279,25736681,923622,24813059,138889,0,24674170
383,Leeds,12,Total Children Looked After,30159160,25358927,502021,2554502,58574610,504798,58069812,2256758,0,55813054
