time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,category_of_expenditure,description_of_expenditure,own_provision,private_provision,other_public_sector_provision,voluntary_provision,total_expenditure,income,net_current_expenditure,grants_inside_AEF,grants_outside_AEF,net_revenue_expenditure,per_capita_net_current_spend
201516,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Children looked after,3.1.4 Special guardianship support,10083431,4867860,28677,0,14979969,24077,14955892,0,0,14955892,12
201516,Financial year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Children looked after,3.1.5 Other children looked after services,3888922,2203394,167208,1552601,7812125,1247812,6564313,737882,0,5826431,6
201516,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,Children looked after,3.1.5 Other children looked after services,15280990,15165774,2017294,300951,32765009,1437006,31328003,3311921,113862,27902220,25
201516,Financial year,Regional,England,E92000001,South West,E12000009,,,,Children looked after,3.1.5 Other children looked after services,13353356,12958925,1957181,493840,28763301,183190,28580111,193425,0,28386686,27
201516,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Children looked after,3.1.5 Other children looked after services,10433408,4200009,882340,655160,16170917,782071,15388846,765925,0,14622921,12
201516,Financial year,Regional,England,E92000001,South East,E12000008,,,,Children looked after,3.1.5 Other children looked after services,15548052,16870670,1977332,2609677,37005730,3364383,33641347,9032443,389373,24219531,18
201516,Financial year,Regional,England,E92000001,North East,E12000001,,,,Children looked after,3.1.5 Other children looked after services,5621685,2044564,0,463124,8129373,2262026,5867347,263229,0,5604118,11
201516,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,Children looked after,3.1.5 Other children looked after services,11825901,9415427,2197333,4507100,27945761,3182420,24763341,981471,0,23781870,36
201516,Financial year,Regional,England,E92000001,North West,E12000002,,,,Children looked after,3.1.5 Other children looked after services,13535330,4129221,482894,376936,18524381,744715,17779666,517038,0,17262628,12
201516,Financial year,Regional,England,E92000001,East of England,E12000006,,,,Children looked after,3.1.5 Other children looked after services,18570984,8828297,606181,1387620,29393082,914453,28478628,2478051,91315,25909262,22
201516,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Children looked after,3.1.5 Other children looked after services,14901075,6938102,708533,26957,22574667,2132690,20441977,1546954,0,18895023,21
201516,Financial year,Regional,England,E92000001,North East,E12000001,,,,Children looked after,3.1.6 Short breaks (respite) for looked after disabled children,2705260,64732,0,279965,3049957,210891,2839066,103961,100000,2635105,5
201516,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Children looked after,3.1.6 Short breaks (respite) for looked after disabled children,3191774,261205,0,964125,4417104,315643,4101461,0,0,4101461,4
201516,Financial year,Regional,England,E92000001,South West,E12000009,,,,Children looked after,3.1.6 Short breaks (respite) for looked after disabled children,2446331,275061,49853,32107,2803352,283615,2519737,0,0,2519737,2
201516,Financial year,Regional,England,E92000001,East of England,E12000006,,,,Children looked after,3.1.6 Short breaks (respite) for looked after disabled children,7742449,313305,52311,14660,8122725,629241,7493484,0,0,7493484,6
201516,Financial year,Regional,England,E92000001,South East,E12000008,,,,Children looked after,3.1.6 Short breaks (respite) for looked after disabled children,4509523,1583869,6065,3470933,9570390,218732,9351658,0,0,9351658,5
201516,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,Children looked after,3.1.6 Short breaks (respite) for looked after disabled children,1086011,242867,0,0,1328878,0,1328878,0,0,1328878,2
201516,Financial year,Regional,England,E92000001,North West,E12000002,,,,Children looked after,3.1.6 Short breaks (respite) for looked after disabled children,3146201,1114580,0,8444,4269225,231089,4038136,0,0,4038136,3
201516,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Children looked after,3.1.6 Short breaks (respite) for looked after disabled children,1078578,22176,60923,75248,1236925,3000,1233925,0,0,1233925,1
201516,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,Children looked after,3.1.6 Short breaks (respite) for looked after disabled children,1930808,1074405,933125,38000,3976338,92573,3883765,0,0,3883765,3
201516,Financial year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Children looked after,3.1.6 Short breaks (respite) for looked after disabled children,3874700,48482,48285,1075,3972542,128683,3843859,0,0,3843859,3
201516,Financial year,Regional,England,E92000001,South East,E12000008,,,,Children looked after,3.1.7 Children placed with family and friends,17481403,850201,60424,10039,18402067,23620,18378447,12517,0,18365930,10
201516,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,Children looked after,3.1.7 Children placed with family and friends,4214041,578398,593572,290,5386301,7235,5379066,0,0,5379066,4
201516,Financial year,Regional,England,E92000001,South West,E12000009,,,,Children looked after,3.1.7 Children placed with family and friends,5755502,596521,0,0,6352023,26879,6325144,50396,0,6274748,6
201516,Financial year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Children looked after,3.1.7 Children placed with family and friends,9610960,25850,0,0,9636810,14711,9622099,0,0,9622099,8
201516,Financial year,Regional,England,E92000001,North West,E12000002,,,,Children looked after,3.1.7 Children placed with family and friends,12493693,1393718,0,180,13887591,24600,13862990,0,0,13862990,9
201516,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Children looked after,3.1.7 Children placed with family and friends,6289203,1744822,0,0,8034024,39299,7994725,0,0,7994725,6
201516,Financial year,Regional,England,E92000001,North East,E12000001,,,,Children looked after,3.1.7 Children placed with family and friends,4356255,3627,0,394766,4754648,3531,4751117,114,0,4751003,9
201516,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Children looked after,3.1.7 Children placed with family and friends,7460057,0,0,0,7460057,402596,7057461,0,0,7057461,7
201516,Financial year,Regional,England,E92000001,East of England,E12000006,,,,Children looked after,3.1.7 Children placed with family and friends,5692757,930,21883,1565347,7280917,38122,7242795,0,0,7242795,6
201516,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,Children looked after,3.1.7 Children placed with family and friends,4773367,2853382,22940,3018,7652707,7168,7645539,0,0,7645539,11
201516,Financial year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Children looked after,3.1.8 Education of looked after children,3660924,332028,0,0,3992952,45955,3946997,1348254,0,2598743,3
201516,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,Children looked after,3.1.8 Education of looked after children,5613678,49311,346344,0,6009333,1520161,4489172,23574,0,4465599,6
201516,Financial year,Regional,England,E92000001,South East,E12000008,,,,Children looked after,3.1.8 Education of looked after children,4921412,3693,0,105,4925210,546619,4378591,0,0,4378591,2
201516,Financial year,Regional,England,E92000001,East of England,E12000006,,,,Children looked after,3.1.8 Education of looked after children,5004427,103179,0,6178,5113784,93775,5020009,0,0,5020009,4
201516,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Children looked after,3.1.8 Education of looked after children,2934095,37764,660,1728,2974247,35549,2938698,11500,1130500,1796698,2
201516,Financial year,Regional,England,E92000001,North West,E12000002,,,,Children looked after,3.1.8 Education of looked after children,3953398,38956,90145,48317,4130816,1262144,2868672,720100,0,2148572,2
201516,Financial year,Regional,England,E92000001,North East,E12000001,,,,Children looked after,3.1.8 Education of looked after children,1715546,1032,0,0,1716578,390453,1326125,0,0,1326125,3
201516,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,Children looked after,3.1.8 Education of looked after children,3868326,271995,380736,0,4521058,1956577,2564481,156024,0,2408457,2
201516,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Children looked after,3.1.8 Education of looked after children,2041125,74392,9201,0,2124718,26292,2098426,361783,0,1736643,2
201516,Financial year,Regional,England,E92000001,South West,E12000009,,,,Children looked after,3.1.8 Education of looked after children,3665408,131242,271799,6589,4075039,725687,3349352,651700,2500,2695152,3
201516,Financial year,Regional,England,E92000001,South East,E12000008,,,,Children looked after,3.1.9 Leaving care support services,19655163,13363211,719143,2529337,36266855,379294,35887561,3618609,209464,32059488,19
201516,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,Children looked after,3.1.9 Leaving care support services,20995411,14345272,43518,2504297,37888498,1159729,36728769,1572932,0,35155837,53
201516,Financial year,Regional,England,E92000001,South West,E12000009,,,,Children looked after,3.1.9 Leaving care support services,21537121,2989907,164629,32702,24724359,815372,23908987,136087,195256,23577644,22
201516,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,Children looked after,3.1.9 Leaving care support services,21682544,14676038,1761705,4347,38124633,4173465,33951169,475808,0,33475361,28
201516,Financial year,Regional,England,E92000001,East of England,E12000006,,,,Children looked after,3.1.9 Leaving care support services,15155049,420152,0,4293397,19868598,420891,19447706,1253593,66745,18127368,15
201516,Financial year,Regional,England,E92000001,North West,E12000002,,,,Children looked after,3.1.9 Leaving care support services,28143412,8581067,22916,1905169,38652564,589512,38063052,922130,106503,37034419,25
201516,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Children looked after,3.1.9 Leaving care support services,13282380,1158925,67564,3829888,18338757,310129,18028628,230757,5917,17791954,19
201516,Financial year,Regional,England,E92000001,North East,E12000001,,,,Children looked after,3.1.9 Leaving care support services,13647484,1049925,321,59118,14756848,362829,14394019,274389,31557,14088073,27
201516,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Children looked after,3.1.9 Leaving care support services,19058446,9953513,2571253,1336957,32920169,861835,32058335,1279067,0,30779268,26
201516,Financial year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Children looked after,3.1.9 Leaving care support services,22605454,7223503,121,721799,30550877,919342,29631535,1295306,0,28336229,26
201516,Financial year,Regional,England,E92000001,South East,E12000008,,,,Children looked after,3.1.10 Asylum seeker services children,4132010,2796251,5836,36920,6971017,279592,6691425,4291542,97343,2302540,4
201516,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,Children looked after,3.1.10 Asylum seeker services children,11061378,5941814,1170116,0,18173308,1386367,16786941,5920069,4654697,6212175,14
201516,Financial year,Regional,England,E92000001,South West,E12000009,,,,Children looked after,3.1.10 Asylum seeker services children,1308919,531027,22541,0,1862486,225231,1637255,305970,0,1331285,2
201516,Financial year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Children looked after,3.1.10 Asylum seeker services children,2295256,1052970,6353,0,3354579,177474,3177105,1214990,0,1962115,3
201516,Financial year,Regional,England,E92000001,North West,E12000002,,,,Children looked after,3.1.10 Asylum seeker services children,2889139,1050485,45848,0,3985472,108585,3876887,1340218,68925,2467744,3
201516,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Children looked after,3.1.10 Asylum seeker services children,2253400,3885962,322267,31940,6493569,159455,6334114,4729004,0,1605110,5
201516,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,Children looked after,3.1.10 Asylum seeker services children,4654101,1195809,0,1668520,7518430,26970,7491460,1982916,440981,5067563,11
