time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,characteristic,ks2_assessment_measure,number_eligible,number_achieving,percent_achieving,progress_eligible,progress_score,average_progress_score
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Looked after children,Reading (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Looked after children,Reading (progress),.,.,.,30,40.23,1.3
201819,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Looked after children,Reading (progress),.,.,.,24,61.1,2.5
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Looked after children,Reading (progress),.,.,.,14,-16.17,-1.2
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Looked after children,Reading (progress),.,.,.,25,-20.63,-0.8
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Looked after children,Reading (progress),.,.,.,28,0.6,0
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Looked after children,Reading (progress),.,.,.,9,-31.54,-3.5
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Looked after children,Reading (progress),.,.,.,14,-35.98,-2.6
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Looked after children,Reading (progress),.,.,.,12,25.51,2.1
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Looked after children,Reading (progress),.,.,.,39,-29.14,-0.7
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Looked after children,Reading (progress),.,.,.,14,-12.44,-0.9
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Looked after children,Reading (progress),.,.,.,12,-3.21,-0.3
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Looked after children,Reading (progress),.,.,.,86,-109.39,-1.3
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Looked after children,Reading (progress),.,.,.,49,10.87,0.2
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Looked after children,Reading (progress),.,.,.,63,-11.94,-0.2
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Looked after children,Reading (progress),.,.,.,35,60.84,1.7
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Looked after children,Reading (progress),.,.,.,28,-40.05,-1.4
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Looked after children,Reading (progress),.,.,.,29,37.47,1.3
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Looked after children,Reading (progress),.,.,.,19,-16.13,-0.8
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Looked after children,Reading (progress),.,.,.,20,-13.79,-0.7
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Looked after children,Reading (progress),.,.,.,16,17.03,1.1
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Looked after children,Reading (progress),.,.,.,27,91.23,3.4
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Looked after children,Reading (progress),.,.,.,21,-5.08,-0.2
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Looked after children,Reading (progress),.,.,.,23,23.59,1
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Looked after children,Reading (progress),.,.,.,26,-43.36,-1.7
201819,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Looked after children,Reading (progress),.,.,.,36,-21.6,-0.6
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,E08000016,Barnsley,Looked after children,Reading (progress),.,.,.,9,10.95,1.2
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,E08000032,Bradford,Looked after children,Reading (progress),.,.,.,37,12.42,0.3
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,E08000033,Calderdale,Looked after children,Reading (progress),.,.,.,11,35.27,3.2
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,E08000017,Doncaster,Looked after children,Reading (progress),.,.,.,20,-46.14,-2.3
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,Looked after children,Reading (progress),.,.,.,11,-20.59,-1.9
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston upon Hull City of,Looked after children,Reading (progress),.,.,.,37,-75.12,-2
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,E08000034,Kirklees,Looked after children,Reading (progress),.,.,.,27,-64.92,-2.4
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,E08000035,Leeds,Looked after children,Reading (progress),.,.,.,61,48.32,0.8
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,Looked after children,Reading (progress),.,.,.,24,56.17,2.3
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,Looked after children,Reading (progress),.,.,.,6,12.02,2
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,Looked after children,Reading (progress),.,.,.,12,3.16,0.3
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,E08000018,Rotherham,Looked after children,Reading (progress),.,.,.,27,10.25,0.4
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,E08000019,Sheffield,Looked after children,Reading (progress),.,.,.,23,20.5,0.9
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,E08000036,Wakefield,Looked after children,Reading (progress),.,.,.,24,-80.38,-3.3
201819,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,Looked after children,Reading (progress),.,.,.,9,-26.57,-3
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Looked after children,Reading (progress),.,.,.,20,9.34,0.5
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Looked after children,Reading (progress),.,.,.,25,91.32,3.7
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Looked after children,Reading (progress),.,.,.,25,28.7,1.1
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Looked after children,Reading (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Looked after children,Reading (progress),.,.,.,25,1.22,0
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Looked after children,Reading (progress),.,.,.,36,-115.15,-3.2
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Looked after children,Reading (progress),.,.,.,19,-74.62,-3.9
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Looked after children,Reading (progress),.,.,.,33,8,0.2
201819,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Looked after children,Reading (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Looked after children,Reading (progress),.,.,.,89,-47.69,-0.5
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Looked after children,Reading (progress),.,.,.,21,-18.84,-0.9
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Looked after children,Reading (progress),.,.,.,33,-43.08,-1.3
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,Looked after children,Reading (progress),.,.,.,23,44.22,1.9
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Looked after children,Reading (progress),.,.,.,37,12.15,0.3
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Looked after children,Reading (progress),.,.,.,11,9.35,0.9
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Looked after children,Reading (progress),.,.,.,20,16.64,0.8
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Looked after children,Reading (progress),.,.,.,50,-41.47,-0.8
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Looked after children,Reading (progress),.,.,.,35,-57.84,-1.7
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Looked after children,Reading (progress),.,.,.,17,-16.35,-1
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Looked after children,Reading (progress),.,.,.,28,-34.71,-1.2
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Looked after children,Reading (progress),.,.,.,26,-13.78,-0.5
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Looked after children,Reading (progress),.,.,.,33,0.13,0
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Looked after children,Reading (progress),.,.,.,30,16.82,0.6
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford borough,Looked after children,Reading (progress),.,.,.,14,-66.82,-4.8
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Looked after children,Reading (progress),.,.,.,24,-25.14,-1
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Looked after children,Reading (progress),.,.,.,22,-21.15,-1
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Looked after children,Reading (progress),.,.,.,37,75.79,2
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Looked after children,Reading (progress),.,.,.,40,-12.26,-0.3
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Looked after children,Reading (progress),.,.,.,19,-20.13,-1.1
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Looked after children,Reading (progress),.,.,.,41,-82.17,-2
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Looked after children,Reading (progress),.,.,.,17,-47.57,-2.8
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Looked after children,Reading (progress),.,.,.,10,39.35,3.9
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Looked after children,Reading (progress),.,.,.,28,-68.09,-2.4
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Looked after children,Reading (progress),.,.,.,10,-9.25,-0.9
